,client_id,activation_id,start_time,end_time,diff
0,83.0,08236053b6e44be2a36053b6e4ebe221,1600856220.4074318,1600856242.794742,22.38731026649475
1,59.0,60938415a6e94ff9938415a6e96ff975,1600856220.508217,1600856237.963115,17.4548978805542
2,63.0,cb3b206edb6644adbb206edb6614ad50,1600856220.610445,1600856246.647402,26.036957025527954
3,35.0,8820c2191d6a493ea0c2191d6a593e45,1600856220.7076979,1600856238.009839,17.302141189575195
4,87.0,d8e1c62ba4b1479aa1c62ba4b1c79a0e,1600856220.806396,1600856242.842956,22.03656005859375
5,0.0,118be529fcb046e78be529fcb036e7c4,1600856220.9101179,1600856249.446945,28.536827087402344
6,20.0,007461bbe6e94672b461bbe6e9e67250,1600856221.0156622,1600856242.893609,21.877946853637695
7,57.0,cea625cb7ead403ea625cb7eadf03e31,1600856221.118826,1600856238.137804,17.018978118896484
8,86.0,231b99443bb047ad9b99443bb047addf,1600856221.219073,1600856246.695161,25.476088047027588
9,46.0,ece266fbb49647f9a266fbb49697f905,1600856221.317962,1600856242.941644,21.623682022094727
10,98.0,396fd432dff04c13afd432dff0dc13fb,1600856221.413506,1600856251.376256,29.96274995803833
11,37.0,3c93690010fc491093690010fcb91027,1600856221.516932,1600856238.25799,16.741057872772217
12,1.0,949d062196fb4e019d062196fb3e01c7,1600856221.6184142,1600856246.7409081,25.122493982315063
13,56.0,70fedaf18e1d4504bedaf18e1db50451,1600856221.72257,1600856243.0351858,21.312615871429443
14,78.0,6675677dfea4423ab5677dfea4f23a58,1600856221.828181,1600856238.343304,16.515122890472412
15,15.0,4bb9ac3177294c29b9ac3177290c29e3,1600856221.933934,1600856249.488981,27.555047035217285
16,84.0,f807f6f6496b4d9387f6f6496bbd9308,1600856222.035071,1600856243.088577,21.05350613594055
17,42.0,cd82fc86667b4d5982fc86667bfd59aa,1600856222.131962,1600856238.441453,16.30949091911316
18,67.0,cb62911c884b48dca2911c884ba8dcf2,1600856222.233603,1600856246.788228,24.554625034332275
19,25.0,251ab30a09a9425e9ab30a09a9625ebd,1600856223.3499,1600856243.135838,19.785938024520874
20,49.0,87fd69a6e3f244bbbd69a6e3f2b4bbdd,1600856223.452618,1600856252.8422568,29.389638900756836
21,47.0,2333565ad4cf4735b3565ad4cf173592,1600856223.5539892,1600856243.1818419,19.62785267829895
22,27.0,d701d5299ff442f981d5299ff4c2f950,1600856223.656555,1600856246.832324,23.175769090652466
23,4.0,dc27179e7624430fa7179e7624230f31,1600856223.7581499,1600856233.8263512,10.068201303482056
24,93.0,5ca600ff0b7c48dfa600ff0b7c48dfdc,1600856223.859183,1600856249.5344691,25.675286054611206
25,26.0,85c31066cf264204831066cf26520479,1600856223.9630988,1600856243.278094,19.314995288848877
26,82.0,37d85ffd4de84621985ffd4de8e62128,1600856224.067573,1600856246.8798459,22.812272787094116
27,39.0,cb5005770f1a437f9005770f1ad37f7c,1600856224.1687198,1600856251.424694,27.255974292755127
28,44.0,243da5db42f34d63bda5db42f37d6384,1600856224.265843,1600856243.369739,19.103896141052246
29,54.0,b50146beec5948f48146beec5918f44c,1600856224.362994,1600856246.924185,22.561191082000732
30,92.0,4f7854809d70471cb854809d70971cc7,1600856224.466932,1600856243.415594,18.948662042617798
31,77.0,2b6d2b8f41ea45a3ad2b8f41ead5a385,1600856224.570053,1600856249.5811799,25.01112675666809
32,55.0,cd65698199084e34a5698199088e3476,1600856224.6680598,1600856243.4620988,18.794039011001587
33,79.0,3930ec4d96534cd9b0ec4d96534cd939,1600856224.768212,1600856246.969226,22.201013803482056
34,21.0,663b35bc9e3549c8bb35bc9e3549c8a7,1600856224.872767,1600856243.507081,18.63431406021118
35,22.0,5c5d41cea0264bb59d41cea026dbb508,1600856224.976106,1600856254.123049,29.14694309234619
36,75.0,d351d67c36f045b991d67c36f035b966,1600856225.073521,1600856243.552824,18.479303121566772
37,70.0,3cb42fc597af46c4b42fc597af36c4ee,1600856225.180466,1600856247.016103,21.835637092590332
38,74.0,fc20ba9b11f247a1a0ba9b11f207a134,1600856225.2809558,1600856243.6000671,18.319111347198486
39,53.0,45613880d56747c3a13880d56747c312,1600856225.383557,1600856249.628855,24.24529790878296
40,68.0,3bcf0248469f44278f0248469f442745,1600856225.487988,1600856243.647181,18.15919303894043
41,8.0,b04394d384684d818394d384688d8133,1600856225.594338,1600856234.5145202,8.920182228088379
42,73.0,e4a0b22c67c14874a0b22c67c1687465,1600856225.698784,1600856247.0602188,21.36143469810486
43,72.0,52e520fcc562499fa520fcc562e99f9d,1600856225.8037271,1600856251.471301,25.667573928833008
44,11.0,d6944499db1b4750944499db1b67507e,1600856225.900783,1600856247.1058528,21.20506978034973
45,32.0,8eee711a31bd4e49ae711a31bd3e4944,1600856226.0041091,1600856243.7882822,17.784173011779785
46,60.0,c49325a6b6f64a509325a6b6f60a50aa,1600856226.106596,1600856249.677995,23.571398973464966
47,18.0,eea33a2b13854cbea33a2b13850cbe67,1600856226.212203,1600856243.836365,17.624161958694458
48,85.0,a4e63c68f4584297a63c68f458f29734,1600856226.3144178,1600856247.155482,20.84106421470642
49,99.0,19c1e0b1c322431e81e0b1c322431e1d,1600856226.418527,1600856243.88354,17.465013027191162
50,28.0,73fd6872d0f140f8bd6872d0f120f8c6,1600856226.5233438,1600856252.888532,26.365188121795654
51,34.0,6ad911338f6848039911338f68980371,1600856226.63584,1600856247.203715,20.567875146865845
52,14.0,8b10248e2610444290248e2610a44258,1600856226.73907,1600856249.7250419,22.985971927642822
53,16.0,fb64ba7738da40b7a4ba7738da90b723,1600856226.890959,1600856244.0088189,17.117859840393066
54,19.0,14bebcb72929475ebebcb72929475e4b,1600856227.0253792,1600856247.250401,20.225021839141846
55,71.0,90dbc654953f4dde9bc654953f3dde76,1600856227.128958,1600856251.5172648,24.388306856155396
56,23.0,2a1dfbede1ef40499dfbede1efd0496f,1600856227.236195,1600856244.094334,16.85813879966736
57,10.0,a7218929c3ef4187a18929c3ef7187d8,1600856227.3395572,1600856247.296737,19.95717978477478
58,30.0,f559629faf08424999629faf08e24923,1600856227.443796,1600856249.7731268,22.329330921173096
59,80.0,a437da17a55745bdb7da17a55705bd12,1600856227.5453,1600856247.342422,19.79712200164795
60,66.0,c62773082a194334a773082a195334d5,1600856227.6524858,1600856255.2645388,27.61205291748047
61,76.0,aaddb90cb59e46c59db90cb59e16c5f9,1600856227.756286,1600856244.268322,16.512036085128784
62,88.0,2953b1a044fe436693b1a044fe33660b,1600856227.85409,1600856247.402965,19.548875093460083
63,13.0,df27bfcbcca345a3a7bfcbcca3c5a3c4,1600856227.95764,1600856249.819912,21.862272024154663
64,36.0,09b5671022974984b567102297798402,1600856228.059157,1600856244.355438,16.296281099319458
65,97.0,b340da45af5e4b7e80da45af5eab7e7a,1600856228.159682,1600856247.452621,19.292938947677612
66,61.0,c6e69749eed14f94a69749eed16f94df,1600856228.262547,1600856251.565415,23.302867889404297
67,40.0,30dc74f33c7649419c74f33c76194138,1600856228.363986,1600856247.500374,19.136388063430786
68,41.0,77e70ad0e5394889a70ad0e5392889ec,1600856228.468273,1600856249.868196,21.399923086166382
69,65.0,e2119b32dee34049919b32dee3f0490a,1600856228.574031,1600856247.548243,18.974211931228638
70,50.0,80ec458de33c4e49ac458de33c9e4997,1600856228.6793752,1600856252.933344,24.253968715667725
71,90.0,0953f18fe066426693f18fe066526674,1600856228.779246,1600856249.917654,21.138407945632935
72,48.0,860b4e27da4544f98b4e27da45b4f9c3,1600856228.8755682,1600856247.6665668,18.790998697280884
73,89.0,b59c9e88007845eb9c9e88007855eb0c,1600856228.9747999,1600856251.614233,22.63943314552307
74,29.0,af67c439bd5a4950a7c439bd5a89503f,1600856229.076235,1600856249.964328,20.88809299468994
75,81.0,6f553162ab5e4061953162ab5e806184,1600856229.1803992,1600856247.840919,18.66051983833313
76,2.0,11fa453880064615ba45388006661582,1600856229.28019,1600856240.944584,11.664393901824951
77,38.0,412339d4f34840caa339d4f34880cae0,1600856229.387604,1600856254.168014,24.780410051345825
78,7.0,88c5e8a7400d46a085e8a7400d06a058,1600856229.489789,1600856240.994532,11.504743099212646
79,94.0,a0b303c0bf7246cfb303c0bf72d6cfc6,1600856229.595694,1600856256.316287,26.720592975616455
80,3.0,defe72286a134e5bbe72286a134e5bf8,1600856229.701094,1600856241.044569,11.343475103378296
81,64.0,333716930856471bb716930856e71b46,1600856229.8037949,1600856250.0499241,20.246129274368286
82,95.0,200a6a8dc2ed48bc8a6a8dc2ed18bc8b,1600856229.9107468,1600856248.0454311,18.134684324264526
83,43.0,7c0d64ab1aa746258d64ab1aa72625ea,1600856230.010675,1600856251.704604,21.693928956985474
84,51.0,6574653a7055400bb4653a7055200b43,1600856230.1181839,1600856253.025398,22.907214164733887
85,96.0,0a4dc2040e51464b8dc2040e51964b6b,1600856230.223839,1600856248.128788,17.904948949813843
86,62.0,7de261e610c14b47a261e610c18b47bd,1600856230.324022,1600856250.139612,19.815589904785156
87,58.0,55a4bacc28cd43d4a4bacc28cd73d465,1600856230.435246,1600856248.16962,17.734374046325684
88,45.0,ba399d3fd1f94964b99d3fd1f97964f1,1600856230.583248,1600856251.748281,21.165033102035522
89,91.0,150b7c98e6ba4e388b7c98e6baae38bc,1600856230.680417,1600856254.214272,23.533854961395264
90,52.0,065f2da1fd4c46299f2da1fd4c36298b,1600856230.779443,1600856250.228708,19.449265003204346
