,client_id,activation_id,start_time,end_time,diff
0,32.0,6c5f68d4277740679f68d42777e06789,1600856113.299527,1600856134.8238158,21.52428889274597
1,76.0,faee17fb4808429eae17fb4808329e49,1600856113.4050932,1600856130.069942,16.664848804473877
2,15.0,8c8b46b2b29d4eb88b46b2b29daeb828,1600856113.512785,1600856138.590855,25.078069925308228
3,52.0,b9a5fb85bbf448e1a5fb85bbf418e1b2,1600856113.615317,1600856134.8671098,21.251792669296265
4,69.0,4f6adbe72778428daadbe72778928dab,1600856113.7238169,1600856141.3452108,27.62139391899109
5,1.0,d76081c0a3884ae6a081c0a388eae6b3,1600856113.829481,1600856138.6371992,24.80771827697754
6,95.0,51c97d4fc8724a6c897d4fc8722a6c30,1600856113.92947,1600856134.9514391,21.021969079971313
7,62.0,1ecf3edc607e4bc88f3edc607e3bc89c,1600856114.031106,1600856147.825724,33.794617891311646
8,36.0,fccb171328924e818b171328926e8176,1600856114.131194,1600856134.9948359,20.8636417388916
9,33.0,ea70b14b760f409ab0b14b760f309a67,1600856114.235648,1600856138.681063,24.445415019989014
10,48.0,89ba1761f9494daaba1761f949bdaaf3,1600856114.339607,1600856135.043275,20.703668117523193
11,70.0,cbe0f468bf4849d2a0f468bf4899d249,1600856114.4349198,1600856141.391318,26.956398248672485
12,97.0,1d22d9f2812e4d08a2d9f2812e6d0893,1600856114.533105,1600856135.095857,20.56275200843811
13,20.0,a18d06817ac04dcc8d06817ac09dccfd,1600856114.633425,1600856138.739264,24.105839014053345
14,38.0,bd7c5522b30946b3bc5522b30996b33c,1600856114.73943,1600856135.13854,20.399110078811646
15,18.0,b709537f1b264e5689537f1b26fe5642,1600856114.8416152,1600856143.457112,28.61549687385559
16,80.0,ff2451f0f0ad4f8ca451f0f0adff8cc6,1600856114.942684,1600856135.1819541,20.239270210266113
17,31.0,94491d4f0e3d4a04891d4f0e3d8a04e4,1600856115.04413,1600856138.783832,23.739701986312866
18,66.0,b6dcd54349eb4cfa9cd54349ebdcfa27,1600856115.144473,1600856135.224066,20.07959294319153
