,client_id,activation_id,start_time,end_time,diff
0,83.0,3086adb045bd4b4186adb045bd8b41b8,1600856444.877444,1600856467.133611,22.25616693496704
1,30.0,7a17a625f0f84ebc97a625f0f8bebc65,1600856444.9835598,1600856461.90257,16.919010162353516
2,56.0,003f75c1197e49f3bf75c1197e99f316,1600856445.092837,1600856476.834008,31.74117088317871
3,24.0,639ea7b41a3544259ea7b41a350425aa,1600856445.203862,1600856467.180421,21.976559162139893
4,16.0,5bed59b5546f47d8ad59b5546fd7d8fc,1600856445.308095,1600856472.127317,26.81922197341919
5,23.0,b6f03736aeb14a7bb03736aeb1ba7b8c,1600856445.4154508,1600856467.227048,21.811597108840942
6,2.0,b24ad9a718d84ebc8ad9a718d80ebc69,1600856445.525455,1600856508.222621,62.697165966033936
7,27.0,c69aff3c200a47cf9aff3c200a47cf17,1600856445.631341,1600856485.759906,40.128565073013306
8,28.0,e813a6d6bf134d7793a6d6bf134d7778,1600856445.7346911,1600856481.4324539,35.69776272773743
9,13.0,5d70f68ab8c3493bb0f68ab8c3693b69,1600856445.843833,1600856489.927071,44.08323812484741
10,99.0,ace1c48c985a4d79a1c48c985aad79e8,1600856445.959706,1600856524.2196748,78.2599687576294
11,92.0,6db6b2c4e1704ce5b6b2c4e170ece5fe,1600856446.0617,1600856481.524918,35.463217973709106
12,76.0,1328e1d3237d4958a8e1d3237d9958b8,1600856446.180775,1600856493.764717,47.5839421749115
13,14.0,61039159b4aa439c839159b4aaf39caa,1600856446.2979,1600856485.8867788,39.588878870010376
14,0.0,8dc15b8544274412815b854427541241,1600856446.418977,1600856481.6147041,35.19572710990906
15,21.0,6e37e96c0ff3492bb7e96c0ff3692b57,1600856446.5211468,1600856472.506888,25.985741138458252
16,3.0,99d0fc3bdb954bde90fc3bdb95cbdeaa,1600856446.6299782,1600856514.06222,67.4322419166565
17,29.0,18c049cc40f94c468049cc40f9bc4615,1600856446.734144,1600856472.553495,25.819350957870483
18,61.0,cac0b3c458e94fad80b3c458e98fad46,1600856446.843967,1600856485.932097,39.08812999725342
19,79.0,a384b5730a0b408d84b5730a0bc08d6b,1600856446.950899,1600856481.705353,34.754454135894775
20,35.0,9982a5dda6c1425482a5dda6c1a25475,1600856447.0583942,1600856472.6456919,25.587297677993774
21,11.0,b2c50ca2d8714b1d850ca2d871ab1d4b,1600856447.16168,1600856467.8376472,20.6759672164917
22,84.0,8d70b7f4ae254050b0b7f4ae25d050fe,1600856447.2711208,1600856503.470915,56.19979429244995
23,44.0,9170a29b78694295b0a29b7869a295c2,1600856447.388722,1600856477.38137,29.992648124694824
24,73.0,87241d12127648aaa41d12127618aafe,1600856447.4968839,1600856485.976295,38.479411125183105
25,5.0,c6b431ca3f19463ab431ca3f19c63afa,1600856447.604681,1600856506.062449,58.457767963409424
26,25.0,4a8bdd9216864a2a8bdd921686ba2a48,1600856447.700094,1600856477.475878,29.775784015655518
