,client_id,activation_id,start_time,end_time,diff
0,32.0,4b404ec45807479d804ec45807979da9,1600856639.421484,1600856651.085375,11.663891077041626
1,76.0,d4ebff464e4f4351abff464e4f935136,1600856639.5239282,1600856667.357504,27.83357572555542
2,15.0,b1e715b6d0fb4593a715b6d0fb059363,1600856639.625686,1600856651.182506,11.556820154190063
3,52.0,87fc7cd1f847434fbc7cd1f847734f4c,1600856639.727749,1600856655.836231,16.108481884002686
4,69.0,ef8109da5bde42648109da5bdef264b6,1600856639.829485,1600856651.231266,11.40178108215332
5,1.0,c86eb6dff9454afaaeb6dff9456afaff,1600856639.931697,1600856659.307221,19.375524044036865
6,95.0,c0c88fa8a1a345da888fa8a1a305da4e,1600856640.035509,1600856651.280289,11.244779825210571
7,62.0,26b14da2af7f421ab14da2af7f121aeb,1600856640.138488,1600856655.87971,15.741221904754639
8,36.0,477b3aefb894457abb3aefb894a57ad4,1600856640.242815,1600856651.327845,11.08503007888794
9,33.0,9b60d6671c23428aa0d6671c23228a24,1600856640.3381891,1600856661.721612,21.3834228515625
10,48.0,9b0923075f0a4f9e8923075f0acf9e8e,1600856640.439977,1600856659.352053,18.912075996398926
11,70.0,ea817387b5d14e8a817387b5d12e8a26,1600856640.54097,1600856651.4217741,10.880804061889648
12,97.0,4d333192d4914be2b33192d4917be251,1600856640.64384,1600856655.967696,15.323855876922607
13,20.0,8ee7fa06fb2b49eea7fa06fb2be9ee89,1600856640.746212,1600856651.469265,10.723052978515625
14,38.0,122846740dc24615a846740dc23615f1,1600856640.847369,1600856663.5104902,22.663121223449707
15,18.0,3399743dbe8c4cea99743dbe8c9cead2,1600856640.9486132,1600856651.519479,10.570865869522095
16,80.0,aa7639afa8d84b45b639afa8d87b45e0,1600856641.055289,1600856656.011473,14.956183910369873
17,31.0,f03751445bf94523b751445bf9d52398,1600856641.157299,1600856651.570677,10.4133780002594
18,66.0,2e9fc75dc9244de99fc75dc924dde9db,1600856641.259291,1600856659.396181,18.136890172958374
19,8.0,ce843be4a2be44a1843be4a2be04a1f1,1600856641.362189,1600856651.6201332,10.257944107055664
20,87.0,795aa79206ad46949aa79206ad1694f2,1600856641.461448,1600856656.055845,14.594397068023682
21,84.0,a9beba509aed4afcbeba509aed2afc3e,1600856641.5643342,1600856651.663358,10.099023818969727
22,61.0,99ce421aab9e4fe28e421aab9ebfe23e,1600856641.6642292,1600856661.76844,20.10421085357666
23,63.0,ab99921771954bea9992177195abea69,1600856641.767775,1600856656.101273,14.333498001098633
24,89.0,986042bba5be405fa042bba5bef05f37,1600856641.866476,1600856651.746868,9.880391836166382
25,50.0,46c08e43c81c42de808e43c81c32dee5,1600856641.9702332,1600856659.4388092,17.468575954437256
26,12.0,f1cf4749208141ec8f4749208161ec5f,1600856642.068223,1600856656.144265,14.07604193687439
27,53.0,9451fafd48fc466291fafd48fc266287,1600856642.16871,1600856664.9239922,22.755282163619995
28,88.0,3b41972f364d4b8081972f364deb80bf,1600856642.268193,1600856659.4858549,17.21766185760498
29,72.0,837b9a6c3fc84988bb9a6c3fc86988c3,1600856642.371839,1600856661.812381,19.440541982650757
30,45.0,d8ff636f4f724133bf636f4f72113316,1600856642.477757,1600856656.263106,13.785349130630493
31,92.0,805f811f92b347209f811f92b31720d4,1600856642.632023,1600856659.5397198,16.90769672393799
32,44.0,7d5b3a98989344639b3a98989354630e,1600856642.7289941,1600856656.306283,13.57728886604309
33,2.0,f35100a47a6747fd9100a47a6707fd15,1600856642.831309,1600856652.129482,9.298172950744629
34,25.0,8eec2e57910546cdac2e579105b6cd89,1600856642.9301639,1600856663.5567548,20.626590967178345
35,39.0,061763d493c0480b9763d493c0e80bd3,1600856643.028619,1600856656.353323,13.324703931808472
36,71.0,14449230e45c492e849230e45c592eb3,1600856643.130229,1600856659.595784,16.46555495262146
37,55.0,0a7752aa8d584bcfb752aa8d580bcfcd,1600856643.233432,1600856656.405785,13.172353029251099
38,79.0,cd2894268afb4a2ea894268afbfa2e37,1600856643.3327281,1600856661.855896,18.523167848587036
39,24.0,9c5d8069f0254a989d8069f0256a98ff,1600856643.4353821,1600856666.189787,22.7544047832489
40,51.0,5d109a475134455d909a475134a55d2b,1600856643.538374,1600856656.49415,12.95577597618103
41,75.0,2a771b613e1741afb71b613e17f1afe0,1600856643.639391,1600856659.692736,16.05334496498108
42,7.0,3d89ff8574e847c889ff8574e8a7c83c,1600856643.7371268,1600856652.47078,8.73365306854248
43,46.0,24f0ff3ab91d4637b0ff3ab91d1637fa,1600856643.83985,1600856656.540392,12.700541973114014
